Tanggal,Unit Layanan Medis,Diagnosis Primer,Code,Kecamatan,total_pasien,block_code,cluster,jumlah_pasien_wilayah_scaled_scaled,Lat,Long,Bulan,Nama_Bulan,Tahun
2023-02-01,Mata,Keratitis,H16,Cigugur,253,"sclera, cornea, iris and ciliary body",2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Langkaplancar,299,lens,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Conjunctivitis,H10,Sidamulih,556,conjunctiva,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Pangandaran,1105,conjunctiva,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Langkaplancar,299,lens,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Conjunctivitis,H10,Langkaplancar,299,conjunctiva,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Sidamulih,556,lens,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Padaherang,578,lens,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Sidamulih,556,lens,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Corneal ulcer,H16.0,Langkaplancar,299,"sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Kalipucang,733,lens,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Primary open-angle glaucoma,H40.1,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Other injuries of eye and orbit,S05.8,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Myopia,H52.1,Kalipucang,733,"ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Langkaplancar,299,Presence of other functional implants,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Conjunctivitis,H10,Langkaplancar,299,conjunctiva,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Conjunctivitis,H10,Cigugur,253,conjunctiva,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Pangandaran,1105,lens,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Disorders of refraction and accommodation,H52,Mangunjaya,230,"ocular muscles, binocular movement, accommodation and refraction",2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Corneal ulcer,H16.0,Parigi,862,"sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Disorders of refraction and accommodation,H52,Kalipucang,733,"ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Disorders of refraction and accommodation,H52,Kalipucang,733,"ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Pangandaran,1105,lens,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Cimerak,544,lens,0,-0.501225735,-7.75108096,108.4391362,2,Februari,2023
2023-02-01,Mata,Foreign body in cornea,T15.0,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Other specified disorders of eyelid,H02.8,Kalipucang,733,"eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Pangandaran,1105,lens,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Langkaplancar,299,lens,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Heat exhaustion due to salt depletion,T67.4,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Parigi,862,lens,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Corneal ulcer,H16.0,Kalipucang,733,"sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Langkaplancar,299,lens,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362,2,Februari,2023
2023-02-01,Mata,Keratitis,H16,Parigi,862,"sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Conjunctivitis,H10,Pangandaran,1105,conjunctiva,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Sidamulih,556,lens,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Corneal ulcer,H16.0,Mangunjaya,230,"sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Dacryoadenitis,H04.0,Parigi,862,"eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Mangunjaya,230,lens,2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Keratitis,H16,Pangandaran,1105,"sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Other benign neoplasms of connective and other soft tissue,D21,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,"Benign neoplasm: Connective and other soft tissue, unspecified",D21.9,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Other benign neoplasms of connective and other soft tissue,D21,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Cimerak,544,lens,0,-0.501225735,-7.75108096,108.4391362,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Other benign neoplasms of connective and other soft tissue,D21,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Kalipucang,733,lens,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Cijulang,343,conjunctiva,2,-1.22044966,-7.727417462,108.4725217,2,Februari,2023
2023-02-01,Mata,Primary open-angle glaucoma,H40.1,Kalipucang,733,Glaucoma,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Sidamulih,556,conjunctiva,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Visual disturbances,H53,Cijulang,343,Visual disturbances and blindness,2,-1.22044966,-7.727417462,108.4725217,2,Februari,2023
2023-02-01,Mata,Other strabismus,H50,Parigi,862,"ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Astigmatism,H52.2,Pangandaran,1105,"ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Iridocyclitis,H20,Pangandaran,1105,"sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Other disorders of eyelid,H02,Pangandaran,1105,"eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Cigugur,253,conjunctiva,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Astigmatism,H52.2,Kalipucang,733,"ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Langkaplancar,299,lens,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,"Iridocyclitis, unspecified",H20.9,Langkaplancar,299,"sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,"Iridocyclitis, unspecified",H20.9,Padaherang,578,"sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Padaherang,578,conjunctiva,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Conjunctivitis,H10,Padaherang,578,conjunctiva,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Presbyopia,H52.4,Kalipucang,733,"ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Keratitis,H16,Pangandaran,1105,"sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Colour vision deficiencies,H53.5,Sidamulih,556,Visual disturbances and blindness,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,"Iridocyclitis, unspecified",H20.9,Pangandaran,1105,"sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Optic atrophy,H47.2,Parigi,862,optic nerve and visual pathways,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Disorders of lacrimal system,H04,Pangandaran,1105,"eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Optic neuritis,H46,Padaherang,578,optic nerve and visual pathways,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Optic atrophy,H47.2,Padaherang,578,optic nerve and visual pathways,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Cigugur,253,lens,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Cigugur,253,lens,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Amblyopia ex anopsia,H53.0,Kalipucang,733,Visual disturbances and blindness,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Optic atrophy,H47.2,Parigi,862,optic nerve and visual pathways,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Other retinal detachments,H33.5,Padaherang,578,choroid and retina,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Mangunjaya,230,lens,2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Myopia,H52.1,Parigi,862,"ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Cijulang,343,Presence of other functional implants,2,-1.22044966,-7.727417462,108.4725217,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Langkaplancar,299,lens,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Ocular laceration without prolapse or loss of intraocular tissue,S05.3,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Kalipucang,733,lens,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Cijulang,343,conjunctiva,2,-1.22044966,-7.727417462,108.4725217,2,Februari,2023
2023-02-01,Mata,Disorders of orbit,H05,Cimerak,544,"eyelid, lacrimal system and orbit",0,-0.501225735,-7.75108096,108.4391362,2,Februari,2023
2023-02-01,Mata,Corneal ulcer,H16.0,Langkaplancar,299,"sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Other injuries of eye and orbit,S05.8,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Conjunctival haemorrhage,H11.3,Cijulang,343,conjunctiva,2,-1.22044966,-7.727417462,108.4725217,2,Februari,2023
2023-02-01,Mata,Other disorders of orbit,H05.8,Pangandaran,1105,"eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362,2,Februari,2023
2023-02-01,Mata,Senile nuclear cataract,H25.1,Langkaplancar,299,lens,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Conjunctivitis,H10,Padaherang,578,conjunctiva,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Primary open-angle glaucoma,H40.1,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Myopia,H52.1,Sidamulih,556,"ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Conjunctival haemorrhage,H11.3,Parigi,862,conjunctiva,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Langkaplancar,299,Presence of other functional implants,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Hordeolum and chalazion,H00,Padaherang,578,"eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Parigi,862,lens,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Sidamulih,556,lens,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Pangandaran,1105,lens,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Cigugur,253,conjunctiva,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Cimerak,544,lens,0,-0.501225735,-7.75108096,108.4391362,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Cimerak,544,lens,0,-0.501225735,-7.75108096,108.4391362,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Kalipucang,733,lens,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presbyopia,H52.4,Parigi,862,"ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Kalipucang,733,conjunctiva,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Other benign neoplasms of connective and other soft tissue,D21,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Cijulang,343,lens,2,-1.22044966,-7.727417462,108.4725217,2,Februari,2023
2023-02-01,Mata,Disorders of refraction and accommodation,H52,Cigugur,253,"ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Corneal ulcer,H16.0,Kalipucang,733,"sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Pangandaran,1105,lens,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Other disorders of lacrimal gland,H04.1,Mangunjaya,230,"eyelid, lacrimal system and orbit",2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Other endophthalmitis,H44.1,Mangunjaya,230,vitreous body and globe,2,-1.624789478,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Foreign body on external eye,T15,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Other endophthalmitis,H44.1,Parigi,862,vitreous body and globe,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Conjunctival degenerations and deposits,H11.1,Pangandaran,1105,conjunctiva,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Other endophthalmitis,H44.1,Parigi,862,vitreous body and globe,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Pangandaran,1105,lens,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Conjunctivitis,H10,Kalipucang,733,conjunctiva,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Keratitis,H16,Parigi,862,"sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Langkaplancar,299,conjunctiva,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Foreign body on external eye,T15,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Other injuries of eye and orbit,S05.8,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Conjunctival degenerations and deposits,H11.1,Parigi,862,conjunctiva,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Other benign neoplasms of connective and other soft tissue,D21,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Foreign body in cornea,T15.0,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Disorders of multiple cranial nerves,G52.7,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Pangandaran,1105,lens,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Other disorders affecting eyelid function,H02.5,Pangandaran,1105,"eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Visual disturbances,H53,Kalipucang,733,Visual disturbances and blindness,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Disorders of vitreous body,H43,Kalipucang,733,vitreous body and globe,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188,2,Februari,2023
2023-02-01,Mata,Pterygium,H11.0,Pangandaran,1105,conjunctiva,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647,2,Februari,2023
2023-02-01,Mata,Conjunctival haemorrhage,H11.3,Parigi,862,conjunctiva,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381,2,Februari,2023
2023-02-01,Mata,Senile cataract,H25,Parigi,862,lens,3,0.636650922,-7.641850648,108.5109654,2,Februari,2023
2023-02-01,Mata,Blepharoconjunctivitis,H10.5,Langkaplancar,299,conjunctiva,2,-1.377891713,-7.486361775,108.694796,2,Februari,2023
2023-02-01,Mata,Iridocyclitis,H20,Sidamulih,556,"sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757,2,Februari,2023
